,course_index,user_index,rating
100,84,92.0,5
101,84,62.0,4
102,84,80.0,5
103,84,93.0,4
104,84,48.0,3
105,84,94.0,4
106,84,95.0,5
107,84,96.0,5
108,84,97.0,4
109,84,98.0,5
110,84,70.0,5
111,84,,4
112,84,82.0,5
113,84,99.0,5
114,84,100.0,5
115,84,101.0,5
116,84,102.0,5
117,84,103.0,5
118,84,104.0,5
119,84,99.0,5
120,84,105.0,5
121,84,85.0,5
122,84,106.0,5
123,84,107.0,5
124,84,108.0,4
125,84,50.0,5
126,84,109.0,5
127,84,,5
128,84,110.0,4
129,84,71.0,5
130,84,111.0,5
131,84,112.0,5
132,84,113.0,5
133,84,114.0,5
134,84,79.0,5
135,84,115.0,5
136,84,116.0,5
137,84,117.0,4
138,84,118.0,5
139,84,119.0,5
140,84,120.0,5
141,52,121.0,5
142,52,122.0,5
143,52,123.0,5
144,52,124.0,5
145,52,125.0,5
146,52,126.0,5
147,52,127.0,5
148,52,125.0,5
149,52,128.0,5
150,52,122.0,5
151,52,129.0,5
152,52,130.0,4
153,52,131.0,5
154,52,132.0,5
155,52,133.0,5
156,52,134.0,5
157,52,122.0,5
158,52,135.0,5
159,52,136.0,5
160,52,137.0,4
161,52,138.0,4
162,52,139.0,5
163,52,140.0,5
164,52,141.0,5
165,52,135.0,5
166,52,142.0,5
167,52,143.0,5
168,52,144.0,5
169,52,145.0,4
170,52,146.0,5
171,52,147.0,5
172,52,135.0,5
173,52,131.0,5
174,52,148.0,3
175,52,149.0,5
176,52,150.0,5
177,52,148.0,3
178,52,151.0,5
179,52,152.0,5
180,52,125.0,5
181,52,153.0,5
182,52,154.0,5
183,52,64.0,4
184,52,155.0,5
185,52,156.0,4
186,52,157.0,5
187,52,158.0,5
188,52,159.0,5
189,52,124.0,5
190,52,127.0,5
191,52,160.0,5
192,52,161.0,5
193,52,162.0,4
194,52,163.0,4
195,52,164.0,5
196,52,165.0,5
197,52,159.0,5
198,52,166.0,4
199,52,167.0,5
200,52,158.0,5
201,52,132.0,5
202,52,147.0,5
203,52,168.0,5
204,52,148.0,3
205,52,167.0,5
206,52,145.0,4
207,52,169.0,5
208,52,170.0,5
209,52,171.0,5
210,52,131.0,5
211,52,166.0,4
212,52,172.0,5
213,52,173.0,2
214,52,174.0,5
215,52,154.0,5
216,52,129.0,5
217,52,155.0,5
218,52,175.0,5
219,52,26.0,5
220,52,132.0,5
221,52,140.0,5
222,52,176.0,1
223,52,125.0,5
224,52,145.0,4
225,52,123.0,5
226,52,177.0,5
227,52,178.0,5
228,52,179.0,5
229,52,180.0,5
230,52,181.0,5
231,52,182.0,5
232,52,183.0,5
233,94,184.0,5
234,94,185.0,5
235,94,186.0,5
236,94,187.0,5
237,94,188.0,4
238,94,189.0,5
239,94,190.0,5
240,94,191.0,5
241,94,192.0,4
242,94,193.0,5
243,94,194.0,5
244,94,195.0,5
245,94,196.0,5
246,94,197.0,5
247,94,198.0,4
248,94,109.0,5
249,94,199.0,5
250,94,200.0,5
251,94,201.0,5
252,94,202.0,5
253,94,202.0,5
254,94,203.0,5
255,94,101.0,5
256,94,197.0,5
257,94,190.0,5
258,94,204.0,5
259,94,205.0,5
260,94,206.0,4
261,94,207.0,5
262,94,208.0,5
263,94,190.0,5
264,94,209.0,5
265,94,210.0,5
266,94,211.0,5
267,94,101.0,5
268,94,212.0,5
269,94,213.0,5
270,94,214.0,5
271,94,215.0,5
272,94,216.0,5
273,63,217.0,5
274,63,218.0,4
275,63,219.0,5
276,63,220.0,5
277,63,161.0,3
278,63,221.0,5
279,63,222.0,5
280,63,223.0,5
281,63,55.0,4
282,63,224.0,5
283,63,225.0,5
284,63,226.0,5
285,63,227.0,5
286,63,228.0,5
287,63,229.0,5
288,63,46.0,1
289,63,230.0,5
290,63,110.0,5
291,63,231.0,1
292,63,232.0,5
293,63,233.0,4
294,63,234.0,5
295,63,168.0,5
296,63,235.0,4
297,63,236.0,4
298,63,237.0,5
299,63,222.0,5
300,63,238.0,5
301,63,230.0,5
302,63,239.0,5
303,63,240.0,5
304,63,241.0,5
305,63,242.0,4
306,63,215.0,5
307,63,242.0,4
308,63,243.0,5
309,63,244.0,5
310,63,245.0,5
311,63,100.0,4
312,63,46.0,1
313,63,207.0,5
314,63,246.0,5
315,63,245.0,5
316,63,247.0,5
317,63,248.0,4
318,63,249.0,5
319,63,250.0,5
320,63,251.0,4
321,63,252.0,5
322,63,246.0,5
323,63,233.0,5
324,63,253.0,1
325,63,254.0,5
326,63,255.0,4
327,63,256.0,5
328,63,217.0,5
329,63,257.0,5
330,63,164.0,5
331,63,27.0,5
332,63,258.0,5
333,63,259.0,5
334,63,260.0,5
335,63,243.0,5
336,63,261.0,5
337,63,262.0,4
338,96,263.0,5
339,96,264.0,5
340,96,265.0,4
341,96,266.0,3
342,96,267.0,5
343,96,268.0,3
344,96,269.0,5
345,96,270.0,4
346,96,271.0,5
347,96,272.0,4
348,96,273.0,5
349,96,274.0,5
350,96,275.0,5
351,96,276.0,4
352,96,115.0,5
353,96,277.0,5
354,96,278.0,3
355,96,279.0,3
356,96,280.0,4
357,96,281.0,5
358,96,282.0,5
359,96,169.0,5
360,96,283.0,5
361,96,284.0,5
362,96,285.0,5
363,96,286.0,5
364,96,287.0,3
365,96,254.0,2
366,96,288.0,5
367,96,289.0,5
368,96,290.0,4
369,96,291.0,5
370,96,292.0,3
371,96,288.0,5
372,96,274.0,5
373,96,293.0,5
374,96,284.0,5
375,96,294.0,5
376,96,295.0,5
377,96,266.0,3
378,96,296.0,5
379,96,288.0,5
380,96,287.0,4
381,96,297.0,3
382,96,298.0,5
383,96,299.0,5
384,96,300.0,5
385,96,301.0,5
386,96,302.0,5
387,96,303.0,3
388,96,183.0,5
389,96,280.0,4
390,96,275.0,5
391,96,304.0,5
392,96,29.0,5
393,96,305.0,3
394,96,306.0,5
395,96,289.0,5
396,96,95.0,4
397,96,307.0,3
398,96,308.0,5
399,96,309.0,5
400,96,310.0,5
401,96,311.0,5
402,96,312.0,5
403,96,52.0,5
404,96,313.0,4
405,96,314.0,5
406,96,115.0,5
407,96,315.0,5
408,96,316.0,1
409,80,317.0,5
410,80,318.0,5
411,80,319.0,5
412,80,320.0,4
413,80,321.0,5
414,80,322.0,5
415,80,317.0,5
416,80,323.0,5
417,80,246.0,5
418,80,,5
419,80,96.0,5
420,80,324.0,4
421,80,325.0,5
422,80,320.0,4
423,80,326.0,5
424,80,327.0,5
425,80,48.0,5
426,80,328.0,5
427,80,319.0,5
428,80,329.0,5
429,80,330.0,5
430,80,331.0,4
431,80,323.0,5
432,80,332.0,5
433,80,333.0,5
434,80,334.0,5
435,80,335.0,5
436,80,336.0,5
437,80,151.0,5
438,80,320.0,4
439,80,337.0,5
440,80,338.0,5
441,80,339.0,4
442,80,340.0,5
443,80,81.0,5
444,80,246.0,5
445,80,341.0,5
446,80,342.0,3
447,80,310.0,4
448,80,337.0,5
449,80,187.0,5
450,80,343.0,5
451,80,344.0,4
452,80,345.0,5
453,80,346.0,5
454,80,347.0,5
455,80,324.0,4
456,80,57.0,5
457,80,106.0,5
458,80,338.0,5
459,80,172.0,5
460,80,345.0,5
461,80,333.0,5
462,80,348.0,5
463,80,349.0,5
464,80,350.0,5
465,80,351.0,3
466,80,352.0,5
467,80,353.0,4
468,80,354.0,5
469,80,338.0,5
470,80,351.0,3
471,80,355.0,5
472,80,96.0,5
473,80,33.0,5
474,80,356.0,5
475,80,37.0,5
476,80,357.0,5
477,80,331.0,4
478,80,334.0,5
479,80,358.0,5
480,80,359.0,5
481,58,42.0,5
482,58,360.0,5
483,58,361.0,5
484,58,362.0,5
485,58,363.0,5
486,58,363.0,5
487,58,42.0,5
488,58,198.0,5
489,58,364.0,2
490,58,365.0,5
491,58,360.0,5
492,58,366.0,4
493,58,358.0,3
494,58,169.0,5
495,58,367.0,1
496,58,165.0,5
497,58,368.0,5
498,58,366.0,4
499,58,369.0,5
500,58,367.0,1
501,58,66.0,5
502,58,370.0,5
503,58,371.0,4
504,58,372.0,2
505,58,199.0,5
506,58,373.0,5
507,58,233.0,5
508,58,374.0,5
509,58,375.0,4
510,58,376.0,5
511,36,377.0,5
512,36,378.0,5
513,36,379.0,4
514,36,380.0,5
515,36,381.0,5
516,36,379.0,5
517,36,382.0,5
518,36,383.0,4
519,36,384.0,1
520,36,385.0,5
521,36,386.0,5
522,36,387.0,5
523,36,377.0,5
524,36,388.0,5
525,36,389.0,5
526,36,390.0,4
527,36,391.0,5
528,36,389.0,5
529,36,196.0,5
530,36,392.0,5
531,36,393.0,5
532,36,394.0,5
533,36,395.0,5
534,36,396.0,4
535,36,386.0,5
536,36,341.0,5
537,36,397.0,5
538,36,386.0,5
539,36,106.0,5
540,36,398.0,5
541,36,399.0,5
542,36,106.0,5
543,36,400.0,5
544,40,401.0,5
545,40,402.0,4
546,40,245.0,5
547,40,403.0,5
548,40,404.0,5
549,40,405.0,5
550,40,406.0,4
551,40,407.0,5
552,40,278.0,1
553,40,408.0,5
554,40,409.0,5
555,40,410.0,5
556,40,411.0,5
557,40,412.0,5
558,40,413.0,4
559,40,383.0,5
560,40,414.0,5
561,40,415.0,4
562,40,416.0,5
563,40,417.0,5
564,40,294.0,5
565,40,418.0,5
566,40,419.0,5
567,40,402.0,4
568,40,420.0,4
569,40,421.0,5
570,40,422.0,5
571,40,401.0,5
572,40,423.0,5
573,40,424.0,5
574,40,425.0,5
575,40,365.0,5
576,40,416.0,5
577,40,426.0,5
578,40,419.0,5
579,40,409.0,5
580,7,54.0,3
581,7,427.0,4
582,7,428.0,1
583,7,429.0,5
584,7,430.0,5
585,7,431.0,5
586,7,432.0,5
587,7,433.0,5
588,7,168.0,5
589,7,33.0,5
590,7,434.0,5
591,7,435.0,5
592,7,436.0,5
593,7,437.0,5
594,7,438.0,4
595,7,439.0,5
596,7,359.0,5
597,7,440.0,3
598,7,395.0,5
599,7,441.0,4
600,7,442.0,5
601,7,443.0,5
602,7,444.0,5
603,7,52.0,3
604,7,444.0,5
605,7,445.0,5
606,7,446.0,5
607,7,447.0,5
608,7,426.0,4
609,7,448.0,5
610,7,449.0,5
611,7,450.0,5
612,7,451.0,1
613,7,452.0,4
614,7,453.0,5
615,7,454.0,4
616,7,455.0,4
617,7,456.0,5
618,7,457.0,5
619,7,458.0,5
620,7,459.0,5
621,7,426.0,4
622,7,460.0,5
623,7,92.0,5
624,7,461.0,5
625,7,462.0,5
626,7,112.0,4
627,7,463.0,5
628,7,464.0,5
629,7,465.0,5
630,7,180.0,5
631,7,466.0,5
632,7,467.0,5
633,7,468.0,5
634,7,469.0,5
635,7,469.0,4
636,7,461.0,5
637,7,470.0,5
638,7,471.0,4
639,7,472.0,5
640,7,473.0,5
641,7,440.0,3
642,7,474.0,5
643,7,475.0,5
644,7,476.0,5
645,7,477.0,4
646,7,478.0,5
647,7,479.0,5
648,7,480.0,5
649,7,481.0,3
650,7,172.0,5
651,7,482.0,5
652,7,483.0,5
653,7,484.0,4
654,7,485.0,5
655,7,486.0,5
656,7,436.0,5
657,7,311.0,1
658,7,487.0,5
659,7,488.0,3
660,7,449.0,5
661,55,489.0,5
662,55,490.0,5
663,55,491.0,5
664,55,492.0,5
665,55,214.0,5
666,55,493.0,5
667,55,494.0,5
668,55,206.0,5
669,55,370.0,5
670,55,495.0,5
671,55,451.0,5
672,55,494.0,5
673,55,496.0,5
674,55,494.0,5
675,55,490.0,5
676,55,497.0,5
677,55,498.0,5
678,55,492.0,5
679,55,499.0,5
680,55,500.0,5
681,55,315.0,5
682,55,270.0,5
683,55,493.0,5
684,55,327.0,5
685,55,492.0,5
686,45,501.0,4
687,45,502.0,4
688,45,503.0,4
689,45,504.0,4
690,45,478.0,2
691,45,505.0,4
692,45,506.0,4
693,45,507.0,2
694,45,508.0,4
695,45,509.0,2
696,45,510.0,2
697,45,511.0,3
698,45,512.0,2
699,45,513.0,4
700,45,329.0,4
701,45,74.0,4
702,45,514.0,3
703,45,515.0,4
704,45,453.0,5
705,45,516.0,4
706,45,82.0,4
707,45,517.0,5
708,45,518.0,3
709,45,519.0,3
710,45,520.0,4
711,45,521.0,4
712,45,522.0,5
713,45,523.0,4
714,45,524.0,4
715,45,525.0,4
716,45,526.0,4
717,45,32.0,4
718,45,521.0,4
719,45,340.0,5
720,45,527.0,3
721,45,35.0,3
722,45,528.0,3
723,45,529.0,4
724,45,350.0,3
725,45,530.0,3
726,45,531.0,4
727,45,532.0,1
728,45,533.0,4
729,45,162.0,4
730,45,534.0,4
731,45,535.0,3
732,45,536.0,5
733,45,516.0,4
734,45,537.0,4
735,45,538.0,2
736,45,539.0,2
737,45,537.0,4
738,45,518.0,3
739,45,540.0,4
740,45,541.0,4
741,45,542.0,4
742,45,543.0,4
743,45,544.0,4
744,45,545.0,4
745,45,546.0,3
746,45,547.0,2
747,45,548.0,3
748,45,549.0,4
749,45,550.0,5
750,45,551.0,3
751,45,552.0,4
752,45,539.0,2
753,45,553.0,5
754,45,506.0,4
755,45,368.0,1
756,45,554.0,2
757,45,555.0,5
758,45,162.0,4
759,45,516.0,4
760,45,556.0,3
761,45,557.0,4
762,45,510.0,2
763,45,558.0,4
764,45,524.0,4
765,45,538.0,3
766,45,508.0,4
767,45,551.0,3
768,45,512.0,2
769,45,559.0,3
770,45,,4
771,45,560.0,4
772,45,536.0,5
773,45,561.0,4
774,45,546.0,3
775,45,562.0,4
776,45,563.0,5
777,45,521.0,4
778,45,564.0,4
779,45,565.0,4
780,45,426.0,4
781,45,527.0,4
782,45,518.0,3
783,45,566.0,2
784,45,557.0,4
785,45,501.0,4
786,45,364.0,4
787,45,550.0,5
788,45,558.0,4
789,45,519.0,3
790,45,561.0,4
791,45,537.0,4
792,45,563.0,5
793,45,555.0,5
794,45,511.0,3
795,45,567.0,3
796,45,542.0,4
797,45,568.0,5
798,45,358.0,5
799,45,529.0,4
800,45,569.0,4
801,45,570.0,3
802,45,538.0,3
803,45,547.0,2
804,45,510.0,2
805,45,571.0,5
806,98,572.0,5
807,98,272.0,5
808,98,573.0,5
809,98,574.0,4
810,98,575.0,5
811,98,576.0,5
812,98,577.0,5
813,98,578.0,5
814,98,579.0,5
815,98,574.0,4
816,98,414.0,4
817,98,578.0,5
818,98,580.0,5
819,98,581.0,5
820,98,582.0,5
821,98,583.0,5
822,98,243.0,4
823,98,576.0,5
824,98,583.0,5
825,98,584.0,5
826,98,398.0,5
827,98,578.0,5
828,98,580.0,5
829,98,585.0,5
830,98,403.0,5
831,98,539.0,5
832,98,574.0,4
833,98,573.0,5
834,98,575.0,5
835,98,308.0,5
836,98,583.0,5
837,98,586.0,4
838,98,587.0,5
839,98,576.0,5
840,98,588.0,4
841,98,580.0,5
842,98,589.0,5
843,98,585.0,5
844,98,250.0,5
845,98,590.0,5
846,98,591.0,4
847,98,581.0,5
848,98,94.0,5
849,98,577.0,5
850,98,272.0,5
851,98,592.0,5
852,62,34.0,5
853,62,545.0,5
854,62,593.0,5
855,62,264.0,5
856,62,594.0,5
857,62,595.0,4
858,62,596.0,4
859,62,597.0,5
860,62,598.0,5
861,62,599.0,4
862,62,600.0,4
863,62,601.0,5
864,62,602.0,5
865,62,603.0,5
866,62,604.0,5
867,62,605.0,5
868,62,606.0,5
869,62,173.0,5
870,62,607.0,5
871,62,608.0,4
872,62,609.0,4
873,62,139.0,5
874,62,604.0,5
875,62,414.0,4
876,62,610.0,5
877,62,10.0,4
878,62,611.0,3
879,62,612.0,5
880,62,613.0,4
881,62,614.0,5
882,62,146.0,4
883,62,146.0,4
884,62,615.0,4
885,62,539.0,5
886,62,616.0,4
887,62,617.0,5
888,62,393.0,5
889,62,612.0,5
890,62,618.0,5
891,62,619.0,4
892,62,611.0,3
893,62,620.0,3
894,62,616.0,4
895,62,593.0,5
896,62,599.0,4
897,62,621.0,5
898,62,165.0,5
899,62,622.0,5
900,62,623.0,1
901,62,624.0,5
902,62,232.0,4
903,62,180.0,5
904,62,623.0,1
905,62,625.0,4
906,62,592.0,5
907,62,610.0,5
908,62,85.0,5
909,62,626.0,5
910,62,180.0,5
911,62,627.0,5
912,62,622.0,5
913,62,628.0,4
914,62,601.0,5
915,62,629.0,5
916,62,35.0,5
917,62,258.0,5
918,62,630.0,5
919,62,617.0,5
920,62,623.0,1
921,62,631.0,5
922,62,632.0,5
923,62,633.0,1
924,62,318.0,5
925,62,349.0,5
926,62,335.0,5
927,62,85.0,5
928,62,369.0,5
929,62,634.0,4
930,62,635.0,4
931,62,232.0,3
932,62,586.0,5
933,62,636.0,2
934,62,608.0,4
935,62,611.0,3
936,62,33.0,5
937,62,637.0,5
938,62,625.0,4
939,47,471.0,5
940,47,638.0,5
941,47,613.0,3
942,47,639.0,5
943,47,640.0,5
944,47,641.0,4
945,47,553.0,5
946,47,642.0,5
947,47,643.0,5
948,47,644.0,5
949,47,78.0,5
950,47,645.0,5
951,47,646.0,5
952,47,647.0,4
953,47,648.0,5
954,47,649.0,4
955,47,650.0,5
956,47,651.0,4
957,47,232.0,5
958,47,597.0,5
959,47,652.0,3
960,47,653.0,4
961,47,654.0,1
962,47,655.0,5
963,47,656.0,3
964,47,359.0,3
965,47,430.0,5
966,47,657.0,5
967,47,658.0,5
968,47,659.0,4
969,47,660.0,4
970,47,661.0,5
971,47,662.0,4
972,47,88.0,5
973,47,663.0,5
974,47,664.0,5
975,47,665.0,5
976,47,632.0,5
977,47,666.0,5
978,47,553.0,5
979,47,667.0,5
980,47,156.0,4
981,47,667.0,5
982,47,655.0,5
983,47,579.0,5
984,47,668.0,5
985,47,669.0,5
986,47,455.0,5
987,47,177.0,3
988,47,670.0,5
989,47,658.0,5
990,47,79.0,4
991,47,242.0,5
992,47,671.0,5
993,47,672.0,5
994,47,673.0,3
995,47,592.0,5
996,47,245.0,4
997,47,674.0,5
998,47,675.0,5
999,47,676.0,4
1000,47,616.0,2
1001,47,677.0,4
1002,47,430.0,5
1003,47,678.0,4
1004,47,679.0,5
1005,47,680.0,5
1006,47,681.0,4
1007,47,682.0,4
1008,47,683.0,5
1009,47,684.0,5
1010,47,23.0,4
1011,47,156.0,4
1012,47,685.0,5
1013,47,686.0,5
1014,47,285.0,5
1015,47,610.0,5
1016,47,245.0,4
1017,47,687.0,2
1018,47,688.0,5
1019,47,455.0,5
1020,47,644.0,5
1021,47,684.0,5
1022,47,477.0,5
1023,47,689.0,3
1024,47,607.0,5
1025,47,645.0,5
1026,47,690.0,5
1027,47,691.0,5
1028,47,79.0,4
1029,47,692.0,5
1030,47,666.0,3
1031,47,679.0,5
1032,47,285.0,5
1033,47,679.0,5
1034,47,693.0,2
1035,47,694.0,1
1036,47,630.0,5
1037,47,695.0,5
1038,47,696.0,2
1039,47,694.0,1
1040,47,697.0,5
1041,47,592.0,5
1042,47,668.0,5
1043,47,698.0,5
1044,47,699.0,4
1045,47,700.0,5
1046,47,701.0,4
1047,47,93.0,5
1048,47,702.0,4
1049,47,703.0,4
1050,47,226.0,5
1051,47,704.0,5
1052,47,215.0,2
1053,47,705.0,5
1054,47,706.0,2
1055,47,707.0,5
1056,47,708.0,5
1057,47,417.0,5
1058,47,306.0,1
1059,47,709.0,5
1060,47,708.0,5
1061,47,234.0,3
1062,47,694.0,1
1063,47,710.0,5
1064,47,678.0,4
1065,47,663.0,5
1066,47,297.0,5
1067,47,616.0,2
1068,47,19.0,1
1069,47,711.0,5
1070,47,92.0,5
1071,47,642.0,5
1072,47,121.0,5
1073,47,639.0,5
1074,47,661.0,5
1075,47,712.0,5
1076,47,713.0,5
1077,47,92.0,5
1078,47,693.0,2
1079,47,653.0,4
1080,47,714.0,1
1081,47,715.0,5
1082,43,716.0,5
1083,43,717.0,3
1084,43,702.0,5
1085,43,85.0,5
1086,43,674.0,5
1087,43,718.0,5
1088,43,534.0,4
1089,43,719.0,3
1090,43,302.0,4
1091,43,212.0,3
1092,43,620.0,5
1093,43,647.0,5
1094,43,720.0,5
1095,43,721.0,5
1096,43,722.0,5
1097,43,61.0,4
1098,43,723.0,5
1099,43,724.0,4
1100,43,725.0,1
1101,43,651.0,4
1102,43,99.0,4
1103,43,726.0,5
1104,43,727.0,5
1105,43,185.0,4
1106,43,728.0,5
1107,43,729.0,4
1108,43,27.0,1
1109,43,428.0,4
1110,43,730.0,1
1111,43,731.0,5
1112,43,732.0,5
1113,43,647.0,5
1114,43,615.0,5
1115,43,733.0,5
1116,43,240.0,4
1117,43,734.0,5
1118,43,735.0,5
1119,43,736.0,5
1120,43,535.0,5
1121,43,737.0,5
1122,43,738.0,2
1123,43,77.0,4
1124,43,413.0,5
1125,43,188.0,5
1126,43,739.0,4
1127,43,484.0,5
1128,43,605.0,4
1129,43,270.0,4
1130,43,14.0,4
1131,43,740.0,5
1132,43,741.0,5
1133,43,742.0,5
1134,43,85.0,5
1135,43,722.0,5
1136,43,743.0,4
1137,43,744.0,2
1138,43,745.0,5
1139,43,746.0,4
1140,43,209.0,4
1141,43,,5
1142,43,91.0,5
1143,43,747.0,5
1144,43,748.0,1
1145,43,,5
1146,43,733.0,5
1147,43,749.0,4
1148,43,750.0,5
1149,43,751.0,5
1150,43,339.0,4
1151,43,459.0,3
1152,43,752.0,5
1153,43,,5
1154,43,753.0,4
1155,43,615.0,5
1156,43,754.0,5
1157,41,686.0,5
1158,41,692.0,5
1159,41,128.0,5
1160,41,385.0,5
1161,41,755.0,4
1162,41,143.0,4
1163,41,756.0,5
1164,41,141.0,2
1165,41,757.0,5
1166,41,758.0,4
1167,41,277.0,5
1168,41,759.0,5
1169,41,636.0,4
1170,41,723.0,5
1171,41,409.0,5
1172,41,691.0,3
1173,41,760.0,5
1174,41,761.0,5
1175,41,762.0,5
1176,41,763.0,5
1177,41,764.0,4
1178,41,67.0,5
1179,41,765.0,5
1180,41,766.0,5
1181,41,753.0,4
1182,41,759.0,5
1183,41,767.0,5
1184,41,768.0,4
1185,41,755.0,4
1186,41,764.0,4
1187,41,760.0,5
1188,41,769.0,5
1189,41,770.0,4
1190,41,169.0,5
1191,41,335.0,4
1192,41,751.0,5
1193,41,771.0,5
1194,41,64.0,3
1195,41,654.0,5
1196,41,277.0,5
1197,41,770.0,4
1198,41,73.0,5
1199,41,364.0,4
1200,41,768.0,4
1201,41,751.0,5
1202,41,561.0,5
1203,41,524.0,5
1204,41,772.0,5
1205,41,773.0,4
1206,41,774.0,5
1207,41,775.0,5
1208,41,764.0,4
1209,41,581.0,5
1210,41,776.0,5
1211,41,92.0,4
1212,41,64.0,3
1213,41,259.0,3
1214,41,561.0,5
1215,41,66.0,4
1216,41,733.0,5
1217,41,771.0,5
1218,41,259.0,3
1219,41,552.0,3
1220,41,777.0,4
1221,41,686.0,5
1222,41,777.0,4
1223,41,778.0,4
1224,41,73.0,5
1225,41,779.0,1
1226,41,780.0,5
1227,41,241.0,4
1228,41,600.0,5
1229,41,779.0,1
1230,41,781.0,4
1231,41,782.0,5
1232,41,783.0,5
1233,41,784.0,5
1234,41,782.0,5
1235,41,785.0,4
1236,41,768.0,4
1237,41,786.0,5
1238,41,35.0,5
1239,41,779.0,1
1240,41,787.0,3
1241,41,788.0,2
1242,41,789.0,5
1243,41,759.0,5
1244,41,737.0,5
1245,41,301.0,5
1246,41,777.0,4
1247,41,153.0,4
1248,41,552.0,3
1249,41,384.0,3
1250,25,790.0,5
1251,25,83.0,5
1252,25,312.0,4
1253,25,791.0,5
1254,25,88.0,5
1255,25,792.0,5
1256,25,793.0,5
1257,25,505.0,4
1258,25,327.0,5
1259,25,503.0,5
1260,25,794.0,5
1261,25,795.0,4
1262,25,796.0,4
1263,25,368.0,4
1264,25,28.0,5
1265,25,565.0,4
1266,25,797.0,5
1267,25,798.0,5
1268,25,799.0,5
1269,25,140.0,5
1270,25,800.0,5
1271,25,801.0,5
1272,25,802.0,5
1273,25,800.0,5
1274,25,358.0,4
1275,25,693.0,5
1276,25,803.0,5
1277,25,804.0,5
1278,25,563.0,5
1279,25,805.0,5
1280,25,304.0,5
1281,25,105.0,1
1282,25,505.0,4
1283,25,93.0,5
1284,25,806.0,5
1285,25,555.0,5
1286,25,282.0,4
1287,25,807.0,5
1288,25,808.0,5
1289,25,809.0,5
1290,25,810.0,5
1291,25,292.0,5
1292,25,304.0,5
1293,25,762.0,3
1294,25,811.0,5
1295,25,812.0,5
1296,25,199.0,5
1297,25,813.0,5
1298,25,814.0,5
1299,25,503.0,5
1300,25,66.0,5
1301,25,58.0,4
1302,25,815.0,5
1303,25,95.0,5
1304,25,12.0,5
1305,25,816.0,5
1306,25,514.0,5
1307,25,329.0,5
1308,25,140.0,5
1309,25,817.0,5
1310,25,818.0,5
1311,25,723.0,5
1312,25,819.0,5
1313,25,820.0,5
1314,25,796.0,4
1315,25,532.0,5
1316,25,667.0,5
1317,25,821.0,5
1318,25,822.0,5
1319,25,283.0,5
1320,25,823.0,4
1321,25,439.0,5
1322,25,532.0,5
1323,25,262.0,5
1324,25,459.0,3
1325,25,228.0,5
1326,25,571.0,5
1327,25,793.0,5
1328,25,268.0,5
1329,25,147.0,5
1330,25,822.0,5
1331,61,394.0,3
1332,61,7.0,4
1333,61,6.0,4
1334,61,369.0,5
1335,61,824.0,5
1336,61,825.0,4
1337,61,826.0,2
1338,61,827.0,5
1339,61,239.0,5
1340,61,92.0,4
1341,61,828.0,5
1342,61,,5
1343,61,39.0,4
1344,61,207.0,5
1345,61,,5
1346,61,39.0,4
1347,61,829.0,5
1348,61,426.0,4
1349,61,830.0,5
1350,61,831.0,5
1351,61,47.0,5
1352,61,832.0,3
1353,61,454.0,4
1354,61,833.0,1
1355,61,834.0,5
1356,61,835.0,5
1357,61,53.0,5
1358,61,836.0,5
1359,61,837.0,1
1360,61,838.0,5
1361,61,839.0,5
1362,61,688.0,5
